captcha_text,chr_acc_beam_1,filename,med_b1,predicted_beam_1
51tm1m,6,/kaggle/input/test-colour/test_cleaned_color_resized/51tm1m-0.png,1.0,51tm1m
4dzwx,2,/kaggle/input/test-colour/test_cleaned_color_resized/4dzwx-0.png,0.4,7q7wx
5iyp,3,/kaggle/input/test-colour/test_cleaned_color_resized/5iyp-0.png,0.75,5i4p
4wqu,4,/kaggle/input/test-colour/test_cleaned_color_resized/4wqu-0.png,1.0,4wqu
cg16,4,/kaggle/input/test-colour/test_cleaned_color_resized/cg16-0.png,1.0,cg16
03yl9s,6,/kaggle/input/test-colour/test_cleaned_color_resized/03yl9s-0.png,1.0,03yl9s
qa37ho,5,/kaggle/input/test-colour/test_cleaned_color_resized/qa37ho-0.png,0.8333333333333334,qa37h0
3mtklt8z,8,/kaggle/input/test-colour/test_cleaned_color_resized/3mtklt8z-0.png,1.0,3mtklt8z
kpjwxkzb,5,/kaggle/input/test-colour/test_cleaned_color_resized/kpjwxkzb-0.png,0.5,hpjwkh2b
gaux8s,6,/kaggle/input/test-colour/test_cleaned_color_resized/gaux8s-0.png,1.0,gaux8s
88gtnpju,8,/kaggle/input/test-colour/test_cleaned_color_resized/88gtnpju-0.png,1.0,88gtnpju
f68xqiqk,7,/kaggle/input/test-colour/test_cleaned_color_resized/f68xqiqk-0.png,0.875,f68xqlqk
3m22,4,/kaggle/input/test-colour/test_cleaned_color_resized/3m22-0.png,1.0,3m22
pq2mc54n,8,/kaggle/input/test-colour/test_cleaned_color_resized/pq2mc54n-0.png,1.0,pq2mc54n
glsq6wv,7,/kaggle/input/test-colour/test_cleaned_color_resized/glsq6wv-0.png,1.0,glsq6wv
ghdb,4,/kaggle/input/test-colour/test_cleaned_color_resized/ghdb-0.png,1.0,ghdb
z599xbz,7,/kaggle/input/test-colour/test_cleaned_color_resized/z599xbz-0.png,1.0,z599xbz
fni3o,4,/kaggle/input/test-colour/test_cleaned_color_resized/fni3o-0.png,0.8,fri3o
irl9u9xz,8,/kaggle/input/test-colour/test_cleaned_color_resized/irl9u9xz-0.png,1.0,irl9u9xz
cd2h9,4,/kaggle/input/test-colour/test_cleaned_color_resized/cd2h9-0.png,0.8,cd2hq
p9g6wub,4,/kaggle/input/test-colour/test_cleaned_color_resized/p9g6wub-0.png,0.4444444444444444,p966wvvv8
5unrn,4,/kaggle/input/test-colour/test_cleaned_color_resized/5unrn-0.png,0.8,gunrn
153tt0,3,/kaggle/input/test-colour/test_cleaned_color_resized/153tt0-0.png,0.5,i53h0
4ox0xwz,6,/kaggle/input/test-colour/test_cleaned_color_resized/4ox0xwz-0.png,0.8571428571428572,4ox0xw2
r1od,4,/kaggle/input/test-colour/test_cleaned_color_resized/r1od-0.png,1.0,r1od
1tyn,4,/kaggle/input/test-colour/test_cleaned_color_resized/1tyn-0.png,1.0,1tyn
9jr3bv6,7,/kaggle/input/test-colour/test_cleaned_color_resized/9jr3bv6-0.png,1.0,9jr3bv6
yxnby,4,/kaggle/input/test-colour/test_cleaned_color_resized/yxnby-0.png,0.8,4xnby
rafw,4,/kaggle/input/test-colour/test_cleaned_color_resized/rafw-0.png,1.0,rafw
ctyged6,7,/kaggle/input/test-colour/test_cleaned_color_resized/ctyged6-0.png,1.0,ctyged6
jxmdm,5,/kaggle/input/test-colour/test_cleaned_color_resized/jxmdm-0.png,1.0,jxmdm
hvgp,4,/kaggle/input/test-colour/test_cleaned_color_resized/hvgp-0.png,1.0,hvgp
2c5ol,5,/kaggle/input/test-colour/test_cleaned_color_resized/2c5ol-0.png,1.0,2c5ol
h50uifd,4,/kaggle/input/test-colour/test_cleaned_color_resized/h50uifd-0.png,0.5714285714285714,hvifd
lhmd,3,/kaggle/input/test-colour/test_cleaned_color_resized/lhmd-0.png,0.75,lhnd
g1qy8,3,/kaggle/input/test-colour/test_cleaned_color_resized/g1qy8-0.png,0.6,g79y8
r9uns6,6,/kaggle/input/test-colour/test_cleaned_color_resized/r9uns6-0.png,1.0,r9uns6
os9ul,2,/kaggle/input/test-colour/test_cleaned_color_resized/os9ul-0.png,0.4,049ut
ja35h8,6,/kaggle/input/test-colour/test_cleaned_color_resized/ja35h8-0.png,1.0,ja35h8
vxtq4,5,/kaggle/input/test-colour/test_cleaned_color_resized/vxtq4-0.png,1.0,vxtq4
suv8,4,/kaggle/input/test-colour/test_cleaned_color_resized/suv8-0.png,1.0,suv8
ij25trf,5,/kaggle/input/test-colour/test_cleaned_color_resized/ij25trf-0.png,0.7142857142857143,ij25f2f
ffeuj49,6,/kaggle/input/test-colour/test_cleaned_color_resized/ffeuj49-0.png,0.8571428571428572,ffguj49
32evcjk8,6,/kaggle/input/test-colour/test_cleaned_color_resized/32evcjk8-0.png,0.75,32evcjxb
4bsoa,5,/kaggle/input/test-colour/test_cleaned_color_resized/4bsoa-0.png,1.0,4bsoa
tluglvq,7,/kaggle/input/test-colour/test_cleaned_color_resized/tluglvq-0.png,1.0,tluglvq
poqcdy,6,/kaggle/input/test-colour/test_cleaned_color_resized/poqcdy-0.png,1.0,poqcdy
sxsvm,3,/kaggle/input/test-colour/test_cleaned_color_resized/sxsvm-0.png,0.6,5x5vm
qe72iy9,7,/kaggle/input/test-colour/test_cleaned_color_resized/qe72iy9-0.png,1.0,qe72iy9
8u7c6,3,/kaggle/input/test-colour/test_cleaned_color_resized/8u7c6-0.png,0.6,347c6
q8mh,4,/kaggle/input/test-colour/test_cleaned_color_resized/q8mh-0.png,1.0,q8mh
92itgl,5,/kaggle/input/test-colour/test_cleaned_color_resized/92itgl-0.png,0.8333333333333334,92itgi
u78nb,5,/kaggle/input/test-colour/test_cleaned_color_resized/u78nb-0.png,1.0,u78nb
13xy,3,/kaggle/input/test-colour/test_cleaned_color_resized/13xy-0.png,0.75,i3xy
3n6o,3,/kaggle/input/test-colour/test_cleaned_color_resized/3n6o-0.png,0.75,3n60
iml41oq,4,/kaggle/input/test-colour/test_cleaned_color_resized/iml41oq-0.png,0.5714285714285714,im14l0q
72qrkw,5,/kaggle/input/test-colour/test_cleaned_color_resized/72qrkw-0.png,0.8333333333333334,72orkw
hrdksy8,7,/kaggle/input/test-colour/test_cleaned_color_resized/hrdksy8-0.png,1.0,hrdksy8
6lkxo5,5,/kaggle/input/test-colour/test_cleaned_color_resized/6lkxo5-0.png,0.8333333333333334,6lkx05
fxb3wssu,8,/kaggle/input/test-colour/test_cleaned_color_resized/fxb3wssu-0.png,1.0,fxb3wssu
rubx10,6,/kaggle/input/test-colour/test_cleaned_color_resized/rubx10-0.png,0.8571428571428572,rubbx10
m1nvsk,2,/kaggle/input/test-colour/test_cleaned_color_resized/m1nvsk-0.png,0.33333333333333337,wsnjk
8ry9l4e,7,/kaggle/input/test-colour/test_cleaned_color_resized/8ry9l4e-0.png,1.0,8ry9l4e
qykqgi2o,8,/kaggle/input/test-colour/test_cleaned_color_resized/qykqgi2o-0.png,1.0,qykqgi2o
xfr1d0mj,6,/kaggle/input/test-colour/test_cleaned_color_resized/xfr1d0mj-0.png,0.6666666666666667,xfaidd0mj
7dfpwcv,6,/kaggle/input/test-colour/test_cleaned_color_resized/7dfpwcv-0.png,0.8571428571428572,7dfpwcu
tmv26,5,/kaggle/input/test-colour/test_cleaned_color_resized/tmv26-0.png,1.0,tmv26
odh7p55l,8,/kaggle/input/test-colour/test_cleaned_color_resized/odh7p55l-0.png,1.0,odh7p55l
ydrtvf9,6,/kaggle/input/test-colour/test_cleaned_color_resized/ydrtvf9-0.png,0.8571428571428572,4drtvf9
989gqi,4,/kaggle/input/test-colour/test_cleaned_color_resized/989gqi-0.png,0.6666666666666667,9o99qi
jlicpwe,6,/kaggle/input/test-colour/test_cleaned_color_resized/jlicpwe-0.png,0.8571428571428572,jlicpwa
9h7ucby,6,/kaggle/input/test-colour/test_cleaned_color_resized/9h7ucby-0.png,0.8571428571428572,9h7ubby
j7lkhg,3,/kaggle/input/test-colour/test_cleaned_color_resized/j7lkhg-0.png,0.5,js1kh9
gyhk2kgp,8,/kaggle/input/test-colour/test_cleaned_color_resized/gyhk2kgp-0.png,1.0,gyhk2kgp
5zlui1t,6,/kaggle/input/test-colour/test_cleaned_color_resized/5zlui1t-0.png,0.8571428571428572,5zlui7t
s2ln,4,/kaggle/input/test-colour/test_cleaned_color_resized/s2ln-0.png,1.0,s2ln
igefs,5,/kaggle/input/test-colour/test_cleaned_color_resized/igefs-0.png,1.0,igefs
kuzsno,5,/kaggle/input/test-colour/test_cleaned_color_resized/kuzsno-0.png,0.8333333333333334,kuzsn0
dnhr6,3,/kaggle/input/test-colour/test_cleaned_color_resized/dnhr6-0.png,0.6,cmhr6
1fh4thm,6,/kaggle/input/test-colour/test_cleaned_color_resized/1fh4thm-0.png,0.8571428571428572,lfh4thm
52cr,4,/kaggle/input/test-colour/test_cleaned_color_resized/52cr-0.png,1.0,52cr
ivkgbwc,6,/kaggle/input/test-colour/test_cleaned_color_resized/ivkgbwc-0.png,0.8571428571428572,ivk9bwc
vkfr,4,/kaggle/input/test-colour/test_cleaned_color_resized/vkfr-0.png,1.0,vkfr
yu7y2spi,7,/kaggle/input/test-colour/test_cleaned_color_resized/yu7y2spi-0.png,0.875,4u7y2spi
57aktxh,7,/kaggle/input/test-colour/test_cleaned_color_resized/57aktxh-0.png,1.0,57aktxh
nl3dsk5c,8,/kaggle/input/test-colour/test_cleaned_color_resized/nl3dsk5c-0.png,1.0,nl3dsk5c
hm5osaq,4,/kaggle/input/test-colour/test_cleaned_color_resized/hm5osaq-0.png,0.5714285714285714,hw5osd7
nd9oljne,8,/kaggle/input/test-colour/test_cleaned_color_resized/nd9oljne-0.png,1.0,nd9oljne
7rhv9,1,/kaggle/input/test-colour/test_cleaned_color_resized/7rhv9-0.png,0.19999999999999996,m8j9
z7vq,2,/kaggle/input/test-colour/test_cleaned_color_resized/z7vq-0.png,0.5,z7p0
8jmqsxc,7,/kaggle/input/test-colour/test_cleaned_color_resized/8jmqsxc-0.png,1.0,8jmqsxc
lulme,5,/kaggle/input/test-colour/test_cleaned_color_resized/lulme-0.png,1.0,lulme
ek0ky,5,/kaggle/input/test-colour/test_cleaned_color_resized/ek0ky-0.png,1.0,ek0ky
1j2xhu,6,/kaggle/input/test-colour/test_cleaned_color_resized/1j2xhu-0.png,1.0,1j2xhu
rhxx,3,/kaggle/input/test-colour/test_cleaned_color_resized/rhxx-0.png,0.75,hxx
2fxu0s,6,/kaggle/input/test-colour/test_cleaned_color_resized/2fxu0s-0.png,1.0,2fxu0s
4jyag,3,/kaggle/input/test-colour/test_cleaned_color_resized/4jyag-0.png,0.6,xsyag
trejedm,7,/kaggle/input/test-colour/test_cleaned_color_resized/trejedm-0.png,1.0,trejedm
bzb9o8f7,5,/kaggle/input/test-colour/test_cleaned_color_resized/bzb9o8f7-0.png,0.625,bz89o8a
5hquho,6,/kaggle/input/test-colour/test_cleaned_color_resized/5hquho-0.png,1.0,5hquho
ws6w,4,/kaggle/input/test-colour/test_cleaned_color_resized/ws6w-0.png,1.0,ws6w
k6oku5,5,/kaggle/input/test-colour/test_cleaned_color_resized/k6oku5-0.png,0.8333333333333334,k60ku5
9jud9,3,/kaggle/input/test-colour/test_cleaned_color_resized/9jud9-0.png,0.6,jud
b45viav3,7,/kaggle/input/test-colour/test_cleaned_color_resized/b45viav3-0.png,0.875,845viav3
muqa445,6,/kaggle/input/test-colour/test_cleaned_color_resized/muqa445-0.png,0.8571428571428572,muga445
zxhi2v8,7,/kaggle/input/test-colour/test_cleaned_color_resized/zxhi2v8-0.png,1.0,zxhi2v8
wqgp7308,4,/kaggle/input/test-colour/test_cleaned_color_resized/wqgp7308-0.png,0.5,w0cp13o8
5ao2,3,/kaggle/input/test-colour/test_cleaned_color_resized/5ao2-0.png,0.75,5a02
vjcod9,6,/kaggle/input/test-colour/test_cleaned_color_resized/vjcod9-0.png,1.0,vjcod9
2k1xlp,6,/kaggle/input/test-colour/test_cleaned_color_resized/2k1xlp-0.png,1.0,2k1xlp
3aa8,3,/kaggle/input/test-colour/test_cleaned_color_resized/3aa8-0.png,0.75,3ao8
wpuojf5f,8,/kaggle/input/test-colour/test_cleaned_color_resized/wpuojf5f-0.png,1.0,wpuojf5f
m8eca15,7,/kaggle/input/test-colour/test_cleaned_color_resized/m8eca15-0.png,1.0,m8eca15
f95n2fh,7,/kaggle/input/test-colour/test_cleaned_color_resized/f95n2fh-0.png,1.0,f95n2fh
79ioqkt,7,/kaggle/input/test-colour/test_cleaned_color_resized/79ioqkt-0.png,1.0,79ioqkt
pojl6z,6,/kaggle/input/test-colour/test_cleaned_color_resized/pojl6z-0.png,1.0,pojl6z
ibkmxh,6,/kaggle/input/test-colour/test_cleaned_color_resized/ibkmxh-0.png,1.0,ibkmxh
vcdsf,5,/kaggle/input/test-colour/test_cleaned_color_resized/vcdsf-0.png,1.0,vcdsf
n9q3,4,/kaggle/input/test-colour/test_cleaned_color_resized/n9q3-0.png,1.0,n9q3
nyqp5v,5,/kaggle/input/test-colour/test_cleaned_color_resized/nyqp5v-0.png,0.8333333333333334,nyep5v
g1zxvopk,8,/kaggle/input/test-colour/test_cleaned_color_resized/g1zxvopk-0.png,1.0,g1zxvopk
ap7v1co5,7,/kaggle/input/test-colour/test_cleaned_color_resized/ap7v1co5-0.png,0.75,ap7v1o05
o31lq8te,7,/kaggle/input/test-colour/test_cleaned_color_resized/o31lq8te-0.png,0.75,o3liq8te
sa74r,5,/kaggle/input/test-colour/test_cleaned_color_resized/sa74r-0.png,1.0,sa74r
odp8,3,/kaggle/input/test-colour/test_cleaned_color_resized/odp8-0.png,0.75,opp8
t96gc9db,7,/kaggle/input/test-colour/test_cleaned_color_resized/t96gc9db-0.png,0.875,tq6gc9db
jukljle,7,/kaggle/input/test-colour/test_cleaned_color_resized/jukljle-0.png,1.0,jukljle
lma875y,6,/kaggle/input/test-colour/test_cleaned_color_resized/lma875y-0.png,0.8571428571428572,lma8754
l5gh2m4k,6,/kaggle/input/test-colour/test_cleaned_color_resized/l5gh2m4k-0.png,0.6666666666666667,l5g42ml4h
ho6v2tsw,5,/kaggle/input/test-colour/test_cleaned_color_resized/ho6v2tsw-0.png,0.625,hcbu2tsw
ol1r,3,/kaggle/input/test-colour/test_cleaned_color_resized/ol1r-0.png,0.75,0l1r
17z8030,5,/kaggle/input/test-colour/test_cleaned_color_resized/17z8030-0.png,0.7142857142857143,17z8o3o
8ga7,4,/kaggle/input/test-colour/test_cleaned_color_resized/8ga7-0.png,1.0,8ga7
pzq97q3m,7,/kaggle/input/test-colour/test_cleaned_color_resized/pzq97q3m-0.png,0.875,pzq9793m
lmzu3cgb,8,/kaggle/input/test-colour/test_cleaned_color_resized/lmzu3cgb-0.png,1.0,lmzu3cgb
le3yxx,6,/kaggle/input/test-colour/test_cleaned_color_resized/le3yxx-0.png,1.0,le3yxx
3mlhaz,3,/kaggle/input/test-colour/test_cleaned_color_resized/3mlhaz-0.png,0.5,3mihk
qn1d,3,/kaggle/input/test-colour/test_cleaned_color_resized/qn1d-0.png,0.75,qn4d
w5g0,4,/kaggle/input/test-colour/test_cleaned_color_resized/w5g0-0.png,1.0,w5g0
vi0d,4,/kaggle/input/test-colour/test_cleaned_color_resized/vi0d-0.png,1.0,vi0d
tviwf,5,/kaggle/input/test-colour/test_cleaned_color_resized/tviwf-0.png,1.0,tviwf
nf0q,4,/kaggle/input/test-colour/test_cleaned_color_resized/nf0q-0.png,1.0,nf0q
r2nk80r,5,/kaggle/input/test-colour/test_cleaned_color_resized/r2nk80r-0.png,0.7142857142857143,r2nk6or
z5oi,4,/kaggle/input/test-colour/test_cleaned_color_resized/z5oi-0.png,1.0,z5oi
3ymdwwi,5,/kaggle/input/test-colour/test_cleaned_color_resized/3ymdwwi-0.png,0.7142857142857143,3ym0ww1
ji33vi,4,/kaggle/input/test-colour/test_cleaned_color_resized/ji33vi-0.png,0.6666666666666667,y133vi
f18eic,5,/kaggle/input/test-colour/test_cleaned_color_resized/f18eic-0.png,0.8333333333333334,fi8eic
zafym,5,/kaggle/input/test-colour/test_cleaned_color_resized/zafym-0.png,1.0,zafym
ssfq,4,/kaggle/input/test-colour/test_cleaned_color_resized/ssfq-0.png,1.0,ssfq
5rrvmra,7,/kaggle/input/test-colour/test_cleaned_color_resized/5rrvmra-0.png,1.0,5rrvmra
8haa6hf,6,/kaggle/input/test-colour/test_cleaned_color_resized/8haa6hf-0.png,0.8571428571428572,8haa6rf
knrs2rq,7,/kaggle/input/test-colour/test_cleaned_color_resized/knrs2rq-0.png,1.0,knrs2rq
32llr,4,/kaggle/input/test-colour/test_cleaned_color_resized/32llr-0.png,0.6666666666666667,32il1r
w1h7h3,3,/kaggle/input/test-colour/test_cleaned_color_resized/w1h7h3-0.png,0.33333333333333337,wi6163
5e8nthfj,7,/kaggle/input/test-colour/test_cleaned_color_resized/5e8nthfj-0.png,0.875,5e8nthf
dzc50dkp,7,/kaggle/input/test-colour/test_cleaned_color_resized/dzc50dkp-0.png,0.875,d2c50dkp
2zkfhs1n,6,/kaggle/input/test-colour/test_cleaned_color_resized/2zkfhs1n-0.png,0.75,2zkfhsid
exz3zi,5,/kaggle/input/test-colour/test_cleaned_color_resized/exz3zi-0.png,0.8333333333333334,exz3z1
x46yxn7q,8,/kaggle/input/test-colour/test_cleaned_color_resized/x46yxn7q-0.png,1.0,x46yxn7q
p312u,5,/kaggle/input/test-colour/test_cleaned_color_resized/p312u-0.png,1.0,p312u
lh3t5tp,7,/kaggle/input/test-colour/test_cleaned_color_resized/lh3t5tp-0.png,1.0,lh3t5tp
0cr6,4,/kaggle/input/test-colour/test_cleaned_color_resized/0cr6-0.png,1.0,0cr6
rcnsiy,5,/kaggle/input/test-colour/test_cleaned_color_resized/rcnsiy-0.png,0.8333333333333334,rcn5iy
occah8,6,/kaggle/input/test-colour/test_cleaned_color_resized/occah8-0.png,1.0,occah8
w8mv3xv,7,/kaggle/input/test-colour/test_cleaned_color_resized/w8mv3xv-0.png,1.0,w8mv3xv
ibn9ph,6,/kaggle/input/test-colour/test_cleaned_color_resized/ibn9ph-0.png,1.0,ibn9ph
5rc37,3,/kaggle/input/test-colour/test_cleaned_color_resized/5rc37-0.png,0.6,5r31
wa7z,4,/kaggle/input/test-colour/test_cleaned_color_resized/wa7z-0.png,1.0,wa7z
hvj6wg,5,/kaggle/input/test-colour/test_cleaned_color_resized/hvj6wg-0.png,0.8333333333333334,hvj6ng
3nw0pr,5,/kaggle/input/test-colour/test_cleaned_color_resized/3nw0pr-0.png,0.8333333333333334,3cw0pr
vn2pai,6,/kaggle/input/test-colour/test_cleaned_color_resized/vn2pai-0.png,1.0,vn2pai
3s10de,6,/kaggle/input/test-colour/test_cleaned_color_resized/3s10de-0.png,1.0,3s10de
h00u,4,/kaggle/input/test-colour/test_cleaned_color_resized/h00u-0.png,1.0,h00u
ublat,4,/kaggle/input/test-colour/test_cleaned_color_resized/ublat-0.png,0.8,ub1at
haps2,4,/kaggle/input/test-colour/test_cleaned_color_resized/haps2-0.png,0.8,naps2
qfqzy,2,/kaggle/input/test-colour/test_cleaned_color_resized/qfqzy-0.png,0.4,qf4lk
8y3quw,6,/kaggle/input/test-colour/test_cleaned_color_resized/8y3quw-0.png,1.0,8y3quw
qrpynkwv,8,/kaggle/input/test-colour/test_cleaned_color_resized/qrpynkwv-0.png,1.0,qrpynkwv
ckxl,3,/kaggle/input/test-colour/test_cleaned_color_resized/ckxl-0.png,0.75,ckx1
esikt,2,/kaggle/input/test-colour/test_cleaned_color_resized/esikt-0.png,0.4,e51ky
4hycg,4,/kaggle/input/test-colour/test_cleaned_color_resized/4hycg-0.png,0.8,4hyc6
w8co,4,/kaggle/input/test-colour/test_cleaned_color_resized/w8co-0.png,1.0,w8co
04zqohgi,8,/kaggle/input/test-colour/test_cleaned_color_resized/04zqohgi-0.png,1.0,04zqohgi
2yqdk,5,/kaggle/input/test-colour/test_cleaned_color_resized/2yqdk-0.png,1.0,2yqdk
m1six,5,/kaggle/input/test-colour/test_cleaned_color_resized/m1six-0.png,1.0,m1six
w6w78fr,7,/kaggle/input/test-colour/test_cleaned_color_resized/w6w78fr-0.png,1.0,w6w78fr
gdhkyad,5,/kaggle/input/test-colour/test_cleaned_color_resized/gdhkyad-0.png,0.625,gdhhkvvd
1kfm,3,/kaggle/input/test-colour/test_cleaned_color_resized/1kfm-0.png,0.75,1hfm
q5h2g9,6,/kaggle/input/test-colour/test_cleaned_color_resized/q5h2g9-0.png,1.0,q5h2g9
xg4n0dgq,8,/kaggle/input/test-colour/test_cleaned_color_resized/xg4n0dgq-0.png,1.0,xg4n0dgq
uk7b,3,/kaggle/input/test-colour/test_cleaned_color_resized/uk7b-0.png,0.75,ck7b
pdoee93b,7,/kaggle/input/test-colour/test_cleaned_color_resized/pdoee93b-0.png,0.875,pdoeeq3b
2t02x,5,/kaggle/input/test-colour/test_cleaned_color_resized/2t02x-0.png,1.0,2t02x
oq2tywyt,7,/kaggle/input/test-colour/test_cleaned_color_resized/oq2tywyt-0.png,0.875,0q2tywyt
oxtzxi,5,/kaggle/input/test-colour/test_cleaned_color_resized/oxtzxi-0.png,0.8333333333333334,0xtzxi
0c7mgdmd,7,/kaggle/input/test-colour/test_cleaned_color_resized/0c7mgdmd-0.png,0.875,oc7mgdmd
61mxp8b,7,/kaggle/input/test-colour/test_cleaned_color_resized/61mxp8b-0.png,1.0,61mxp8b
nl4e1,2,/kaggle/input/test-colour/test_cleaned_color_resized/nl4e1-0.png,0.4,n14d
5u5bn,4,/kaggle/input/test-colour/test_cleaned_color_resized/5u5bn-0.png,0.8,5v5bn
6i3x4ab2,8,/kaggle/input/test-colour/test_cleaned_color_resized/6i3x4ab2-0.png,1.0,6i3x4ab2
do05fv7a,7,/kaggle/input/test-colour/test_cleaned_color_resized/do05fv7a-0.png,0.875,d005fv7a
asdrpxpf,8,/kaggle/input/test-colour/test_cleaned_color_resized/asdrpxpf-0.png,1.0,asdrpxpf
eaqhlka4,5,/kaggle/input/test-colour/test_cleaned_color_resized/eaqhlka4-0.png,0.625,eqqh1ko4
s6da,4,/kaggle/input/test-colour/test_cleaned_color_resized/s6da-0.png,1.0,s6da
86zf1,5,/kaggle/input/test-colour/test_cleaned_color_resized/86zf1-0.png,1.0,86zf1
q5vxwf,6,/kaggle/input/test-colour/test_cleaned_color_resized/q5vxwf-0.png,1.0,q5vxwf
9ko8gb7,6,/kaggle/input/test-colour/test_cleaned_color_resized/9ko8gb7-0.png,0.8571428571428572,9k08gb7
zm17tr8,4,/kaggle/input/test-colour/test_cleaned_color_resized/zm17tr8-0.png,0.5714285714285714,zm17lk
k5me5,4,/kaggle/input/test-colour/test_cleaned_color_resized/k5me5-0.png,0.8,h5me5
gczr1sen,5,/kaggle/input/test-colour/test_cleaned_color_resized/gczr1sen-0.png,0.625,6c7risen
7xd9dnsu,8,/kaggle/input/test-colour/test_cleaned_color_resized/7xd9dnsu-0.png,1.0,7xd9dnsu
jaof,4,/kaggle/input/test-colour/test_cleaned_color_resized/jaof-0.png,1.0,jaof
c1dq8,4,/kaggle/input/test-colour/test_cleaned_color_resized/c1dq8-0.png,0.8,cidq8
6t2f1,4,/kaggle/input/test-colour/test_cleaned_color_resized/6t2f1-0.png,0.8,6tzf1
1k94,3,/kaggle/input/test-colour/test_cleaned_color_resized/1k94-0.png,0.75,ik94
ble2,3,/kaggle/input/test-colour/test_cleaned_color_resized/ble2-0.png,0.75,blez
eiavx3,6,/kaggle/input/test-colour/test_cleaned_color_resized/eiavx3-0.png,1.0,eiavx3
6rsm5vbv,8,/kaggle/input/test-colour/test_cleaned_color_resized/6rsm5vbv-0.png,1.0,6rsm5vbv
icbyn403,7,/kaggle/input/test-colour/test_cleaned_color_resized/icbyn403-0.png,0.875,ic8yn403
7vs7l,2,/kaggle/input/test-colour/test_cleaned_color_resized/7vs7l-0.png,0.4,vs1
mz1f,4,/kaggle/input/test-colour/test_cleaned_color_resized/mz1f-0.png,1.0,mz1f
pz5eyw,6,/kaggle/input/test-colour/test_cleaned_color_resized/pz5eyw-0.png,1.0,pz5eyw
zsjflk,6,/kaggle/input/test-colour/test_cleaned_color_resized/zsjflk-0.png,1.0,zsjflk
kds0h,4,/kaggle/input/test-colour/test_cleaned_color_resized/kds0h-0.png,0.8,kdsoh
gbypds,6,/kaggle/input/test-colour/test_cleaned_color_resized/gbypds-0.png,1.0,gbypds
norb,4,/kaggle/input/test-colour/test_cleaned_color_resized/norb-0.png,1.0,norb
nroctm,6,/kaggle/input/test-colour/test_cleaned_color_resized/nroctm-0.png,1.0,nroctm
q2vnjl,6,/kaggle/input/test-colour/test_cleaned_color_resized/q2vnjl-0.png,1.0,q2vnjl
jg00cgpr,8,/kaggle/input/test-colour/test_cleaned_color_resized/jg00cgpr-0.png,1.0,jg00cgpr
3ho9,2,/kaggle/input/test-colour/test_cleaned_color_resized/3ho9-0.png,0.5,3h0g
2vapwy,6,/kaggle/input/test-colour/test_cleaned_color_resized/2vapwy-0.png,1.0,2vapwy
qm8sdjay,8,/kaggle/input/test-colour/test_cleaned_color_resized/qm8sdjay-0.png,1.0,qm8sdjay
e6n2vwe,7,/kaggle/input/test-colour/test_cleaned_color_resized/e6n2vwe-0.png,1.0,e6n2vwe
chs21,3,/kaggle/input/test-colour/test_cleaned_color_resized/chs21-0.png,0.6,c4s2i
ot8sxi,2,/kaggle/input/test-colour/test_cleaned_color_resized/ot8sxi-0.png,0.33333333333333337,q84x1
ux72og,3,/kaggle/input/test-colour/test_cleaned_color_resized/ux72og-0.png,0.5,ux73q
ajej,4,/kaggle/input/test-colour/test_cleaned_color_resized/ajej-0.png,1.0,ajej
tczbu,5,/kaggle/input/test-colour/test_cleaned_color_resized/tczbu-0.png,1.0,tczbu
dy1ok3v0,6,/kaggle/input/test-colour/test_cleaned_color_resized/dy1ok3v0-0.png,0.6666666666666667,dy10k3vvv
29or,3,/kaggle/input/test-colour/test_cleaned_color_resized/29or-0.png,0.75,2nor
0v4o0p,6,/kaggle/input/test-colour/test_cleaned_color_resized/0v4o0p-0.png,1.0,0v4o0p
jm36s,4,/kaggle/input/test-colour/test_cleaned_color_resized/jm36s-0.png,0.8,jm3bs
l3a98dq,7,/kaggle/input/test-colour/test_cleaned_color_resized/l3a98dq-0.png,1.0,l3a98dq
ilw0sni,6,/kaggle/input/test-colour/test_cleaned_color_resized/ilw0sni-0.png,0.8571428571428572,ilw0sn
rplw7,5,/kaggle/input/test-colour/test_cleaned_color_resized/rplw7-0.png,1.0,rplw7
snmbq,5,/kaggle/input/test-colour/test_cleaned_color_resized/snmbq-0.png,1.0,snmbq
qejnaq,6,/kaggle/input/test-colour/test_cleaned_color_resized/qejnaq-0.png,1.0,qejnaq
pqt4toan,7,/kaggle/input/test-colour/test_cleaned_color_resized/pqt4toan-0.png,0.875,p0t4toan
q7ix0c,6,/kaggle/input/test-colour/test_cleaned_color_resized/q7ix0c-0.png,1.0,q7ix0c
9tml6,5,/kaggle/input/test-colour/test_cleaned_color_resized/9tml6-0.png,1.0,9tml6
pz5063uh,8,/kaggle/input/test-colour/test_cleaned_color_resized/pz5063uh-0.png,1.0,pz5063uh
pcvwi77,4,/kaggle/input/test-colour/test_cleaned_color_resized/pcvwi77-0.png,0.5,pccwijjj
rwocs,4,/kaggle/input/test-colour/test_cleaned_color_resized/rwocs-0.png,0.8,rw0cs
6jeolrb,7,/kaggle/input/test-colour/test_cleaned_color_resized/6jeolrb-0.png,1.0,6jeolrb
5nkkc244,8,/kaggle/input/test-colour/test_cleaned_color_resized/5nkkc244-0.png,1.0,5nkkc244
x88o0,5,/kaggle/input/test-colour/test_cleaned_color_resized/x88o0-0.png,1.0,x88o0
