filename,captcha_text,predicted_text,predicted_text_printed,cleaned_predicted_text,cleaned_predicted_text_printed,chr_acc_hw,chr_acc_p
/kaggle/input/test-black/test_cleaned_black_resized/ji33vi-0.png,ji33vi,# It ? Itself It . Itself It Was . It Was . It Was . It Was,VIS$1,ititselfititselfitwasitwasitwasitwas,vis1,0,1
/kaggle/input/test-black/test_cleaned_black_resized/f18eic-0.png,f18eic,F.I.I.I.I.I.I.I.S.E.,FILELL,fiiiiiiise,filell,2,2
/kaggle/input/test-black/test_cleaned_black_resized/zafym-0.png,zafym,-Z AFYM.,ZAFYM,zafym,zafym,5,5
/kaggle/input/test-black/test_cleaned_black_resized/ssfq-0.png,ssfq,"1953 54 S. E.F.O. 5,22",***,195354sefo522,,0,0
/kaggle/input/test-black/test_cleaned_black_resized/5rrvmra-0.png,5rrvmra,5r.r.r.v.m.r.a,5 R R V M R A,5rrrvmra,5rrvmra,3,7
/kaggle/input/test-black/test_cleaned_black_resized/8haa6hf-0.png,8haa6hf,was aa brit .,656,wasaabrit,656,1,0
/kaggle/input/test-black/test_cleaned_black_resized/knrs2rq-0.png,knrs2rq,a k n.r.s.2r.0.,KATJ210,aknrs2r0,katj210,0,2
/kaggle/input/test-black/test_cleaned_black_resized/32llr-0.png,32llr,3 2 1 1r.,32/LT,3211r,32lt,3,3
/kaggle/input/test-black/test_cleaned_black_resized/w1h7h3-0.png,w1h7h3,W.S.F.,W/*NO,wsf,wno,1,1
/kaggle/input/test-black/test_cleaned_black_resized/5e8nthfj-0.png,5e8nthfj,s.e.8 N.X.MF.,SE&WAAF,se8nxmf,sewaaf,4,1
/kaggle/input/test-black/test_cleaned_black_resized/dzc50dkp-0.png,dzc50dkp,BZE 58BNP,820500HP,bze58bnp,820500hp,3,3
/kaggle/input/test-black/test_cleaned_black_resized/2zkfhs1n-0.png,2zkfhs1n,2/ Z.H.C.H.S.O.,PLHANS/4,2zhchso,plhans4,4,1
/kaggle/input/test-black/test_cleaned_black_resized/exz3zi-0.png,exz3zi,ex x 3/,EXZ3ZL,exx3,exz3zl,3,5
/kaggle/input/test-black/test_cleaned_black_resized/x46yxn7q-0.png,x46yxn7q,x 4 6 y.y.n.O,X4 6 Y X N 7 @,x46yyno,x46yxn7,5,7
/kaggle/input/test-black/test_cleaned_black_resized/p312u-0.png,p312u,0 3/ 3.,QTYNUM,033,qtynum,1,1
/kaggle/input/test-black/test_cleaned_black_resized/lh3t5tp-0.png,lh3t5tp,LN375TP,L#3TSTP,ln375tp,l3tstp,5,1
/kaggle/input/test-black/test_cleaned_black_resized/0cr6-0.png,0cr6,2.000 DC R.S.,0085,2000dcrs,0085,0,1
/kaggle/input/test-black/test_cleaned_black_resized/rcnsiy-0.png,rcnsiy,R.C.N.S.I.Y,RCN5LY,rcnsiy,rcn5ly,6,4
/kaggle/input/test-black/test_cleaned_black_resized/occah8-0.png,occah8,to-occah8.,OCCAH8,tooccah8,occah8,0,6
/kaggle/input/test-black/test_cleaned_black_resized/w8mv3xv-0.png,w8mv3xv,W 8 in W. 3 x. W.,WAM03KU,w8inw3xw,wam03ku,2,3
/kaggle/input/test-black/test_cleaned_black_resized/ibn9ph-0.png,ibn9ph,I B.N.B.P.H.,11/1,ibnbph,111,5,0
/kaggle/input/test-black/test_cleaned_black_resized/5rc37-0.png,5rc37,2 5xx.,5X>,25xx,5x,0,1
/kaggle/input/test-black/test_cleaned_black_resized/wa7z-0.png,wa7z,W.A. 7.Z.,WA 7 Z,wa7z,wa7z,4,4
/kaggle/input/test-black/test_cleaned_black_resized/hvj6wg-0.png,hvj6wg,# A V. ) CWG.,WW.6WG,avcwg,ww6wg,1,0
/kaggle/input/test-black/test_cleaned_black_resized/3nw0pr-0.png,3nw0pr,3.c.4c.o.p.,3 0% 0PK,3c4cop,300pk,1,1
/kaggle/input/test-black/test_cleaned_black_resized/vn2pai-0.png,vn2pai,# V.N 2 P.A.I.,VN2PAL,vn2pai,vn2pal,6,5
/kaggle/input/test-black/test_cleaned_black_resized/3s10de-0.png,3s10de,3s 1/O d.e,3 S I 0 D E,3s1ode,3si0de,5,5
/kaggle/input/test-black/test_cleaned_black_resized/h00u-0.png,h00u,4 HO.O. U.,HOOW,4hoou,hoow,0,1
/kaggle/input/test-black/test_cleaned_black_resized/ublat-0.png,ublat,sub I sat .,UBIAT,subisat,ubiat,0,4
/kaggle/input/test-black/test_cleaned_black_resized/haps2-0.png,haps2,It a p.s. 2,A C P 8 8,itaps2,acp88,0,1
/kaggle/input/test-black/test_cleaned_black_resized/qfqzy-0.png,qfqzy,25 References of the,QFCAL-,25referencesofthe,qfcal,0,2
/kaggle/input/test-black/test_cleaned_black_resized/8y3quw-0.png,8y3quw,8 y 3 q.w.,8 Y 3 Q U W,8y3qw,8y3quw,4,6
/kaggle/input/test-black/test_cleaned_black_resized/qrpynkwv-0.png,qrpynkwv,a r p y n k W.V.,Q R P Y N K W V,arpynkwv,qrpynkwv,7,8
/kaggle/input/test-black/test_cleaned_black_resized/ckxl-0.png,ckxl,c.c.k.x.l.,C K X,cckxl,ckx,1,3
/kaggle/input/test-black/test_cleaned_black_resized/esikt-0.png,esikt,E.5 1X.T,E5717,e51xt,e5717,2,1
/kaggle/input/test-black/test_cleaned_black_resized/4hycg-0.png,4hycg,""" U.H. H.S.C.O",4 W Y Q G,uhhsco,4wyqg,1,3
/kaggle/input/test-black/test_cleaned_black_resized/w8co-0.png,w8co,# up 8c.o.,W8C00,up8co,w8c00,0,3
/kaggle/input/test-black/test_cleaned_black_resized/04zqohgi-0.png,04zqohgi,0/4.0.2.2.,0%4*4,04022,044,2,2
/kaggle/input/test-black/test_cleaned_black_resized/2yqdk-0.png,2yqdk,2 y q d k .,2 Y Q D K,2yqdk,2yqdk,5,5
/kaggle/input/test-black/test_cleaned_black_resized/m1six-0.png,m1six,""" M.I.S.I.X.",MISIX,misix,misix,4,4
/kaggle/input/test-black/test_cleaned_black_resized/w6w78fr-0.png,w6w78fr,W.G.W.P.B.P.P.,U60111,wgwpbpp,u60111,2,1
/kaggle/input/test-black/test_cleaned_black_resized/gdhkyad-0.png,gdhkyad,# G.G.O.O.H.H.H.Y.A.O,GOHHV80,ggoohhhyao,gohhv80,1,2
/kaggle/input/test-black/test_cleaned_black_resized/1kfm-0.png,1kfm,1 # # #,1 @ 6 @,1,16,1,1
/kaggle/input/test-black/test_cleaned_black_resized/q5h2g9-0.png,q5h2g9,a 5 h 2 g. 9,Q 5 H 2 9 9,a5h2g9,q5h299,5,5
/kaggle/input/test-black/test_cleaned_black_resized/xg4n0dgq-0.png,xg4n0dgq,2 xgynodge .,X64NDGQ,2xgynodge,x64ndgq,0,3
/kaggle/input/test-black/test_cleaned_black_resized/uk7b-0.png,uk7b,0/0.0.4,0676,0004,0676,0,1
/kaggle/input/test-black/test_cleaned_black_resized/pdoee93b-0.png,pdoee93b,p.d.o.e.e.9.3.b.,P D O E E 9 3 6,pdoee93b,pdoee936,8,7
/kaggle/input/test-black/test_cleaned_black_resized/2t02x-0.png,2t02x,2 1 1/2,2 1 0 2 X,2112,2102x,2,4
/kaggle/input/test-black/test_cleaned_black_resized/oq2tywyt-0.png,oq2tywyt,0 0 2T Y W Y.T,0 Q 2 T Y W Y T,002tywyt,0q2tywyt,6,7
/kaggle/input/test-black/test_cleaned_black_resized/oxtzxi-0.png,oxtzxi,"0 x. "" 2 x. : : :",0 X / Z X 1,0x2x,0xzx1,1,1
/kaggle/input/test-black/test_cleaned_black_resized/0c7mgdmd-0.png,0c7mgdmd,a b.d. 7 in.e.e.e.a.a.a.,007@90AD,abd7ineeeaaa,00790ad,0,2
/kaggle/input/test-black/test_cleaned_black_resized/61mxp8b-0.png,61mxp8b,25 1.1m.x.p.b.a.,61MXPBR,2511mxpba,61mxpbr,0,5
/kaggle/input/test-black/test_cleaned_black_resized/nl4e1-0.png,nl4e1,Print export,IN/%,printexport,in,0,0
/kaggle/input/test-black/test_cleaned_black_resized/5u5bn-0.png,5u5bn,25 September 1944,SALSB,25september1944,salsb,0,0
/kaggle/input/test-black/test_cleaned_black_resized/6i3x4ab2-0.png,6i3x4ab2,6.1 3. 3. X. 4.A.2,6 L 3 X 4 A B 2,6133x4a2,6l3x4ab2,3,7
/kaggle/input/test-black/test_cleaned_black_resized/do05fv7a-0.png,do05fv7a,d 0 0 5.5f.7A,DO 0 5 F V 7 A,d0055f7a,do05fv7a,5,8
/kaggle/input/test-black/test_cleaned_black_resized/asdrpxpf-0.png,asdrpxpf,a.s.d.r.P.r.P.P.F.,@8 Or PSPA,asdrprppf,8orpspa,6,0
/kaggle/input/test-black/test_cleaned_black_resized/eaqhlka4-0.png,eaqhlka4,e. 0.a.h.l.k.o.4,E O Q H L K O 4,e0ahlko4,eoqhlko4,5,6
/kaggle/input/test-black/test_cleaned_black_resized/s6da-0.png,s6da,5 6 D.A.,S 6 D A,56da,s6da,3,4
/kaggle/input/test-black/test_cleaned_black_resized/86zf1-0.png,86zf1,. 8 6.6f.1.,8 6 Z F1,866f1,86zf1,4,5
/kaggle/input/test-black/test_cleaned_black_resized/q5vxwf-0.png,q5vxwf,a. S.S.V.X. W.F.,Q 5 V X W F,assvxwf,q5vxwf,0,6
/kaggle/input/test-black/test_cleaned_black_resized/9ko8gb7-0.png,9ko8gb7,9 K.D.B.B.B.7,9K08GB7,9kdbbb7,9k08gb7,4,6
/kaggle/input/test-black/test_cleaned_black_resized/zm17tr8-0.png,zm17tr8,""" 2m-e.a.",<4>,2mea,4,1,0
/kaggle/input/test-black/test_cleaned_black_resized/k5me5-0.png,k5me5,4 ft. 5 in. 8. S.,HSM&S,4ft5in8s,hsms,0,1
/kaggle/input/test-black/test_cleaned_black_resized/gczr1sen-0.png,gczr1sen,0.0 2 R.1 5 E.N.,6^PR / 5 EW,002r15en,6pr5ew,4,0
/kaggle/input/test-black/test_cleaned_black_resized/7xd9dnsu-0.png,7xd9dnsu,7 xd 9d.s.e.,7X L9dNEW,7xd9dse,7xl9dnew,5,5
/kaggle/input/test-black/test_cleaned_black_resized/jaof-0.png,jaof,""" I a o ft.",JAOF,iaoft,jaof,3,4
/kaggle/input/test-black/test_cleaned_black_resized/c1dq8-0.png,c1dq8,C.I.D.QB,CID Q B,cidqb,cidqb,3,3
/kaggle/input/test-black/test_cleaned_black_resized/6t2f1-0.png,6t2f1,a. E.C.2F.1.,GST/L,aec2f1,gstl,0,0
/kaggle/input/test-black/test_cleaned_black_resized/1k94-0.png,1k94,1/ 1/4.4,IK94,1144,ik94,2,3
/kaggle/input/test-black/test_cleaned_black_resized/ble2-0.png,ble2,B.L.E.2,BLE@,ble2,ble,4,3
/kaggle/input/test-black/test_cleaned_black_resized/eiavx3-0.png,eiavx3,E.I.I.I.A.V.X. 3,E L A V X 3,eiiiavx3,elavx3,2,5
/kaggle/input/test-black/test_cleaned_black_resized/6rsm5vbv-0.png,6rsm5vbv,6 R.S.M.S.V.B.V.,6RSM5VBV,6rsmsvbv,6rsm5vbv,7,8
/kaggle/input/test-black/test_cleaned_black_resized/icbyn403-0.png,icbyn403,I C.B.Y.M.4O.3,ICBYN403,icbym4o3,icbyn403,6,8
/kaggle/input/test-black/test_cleaned_black_resized/7vs7l-0.png,7vs7l,V.V.S.L,. V S . L,vvsl,vsl,2,0
/kaggle/input/test-black/test_cleaned_black_resized/mz1f-0.png,mz1f,0m.z.1 ft.,M Z1F,0mz1ft,mz1f,0,4
/kaggle/input/test-black/test_cleaned_black_resized/pz5eyw-0.png,pz5eyw,p.p.z 5e.y.w.,PZ5EQW,ppz5eyw,pz5eqw,1,5
/kaggle/input/test-black/test_cleaned_black_resized/zsjflk-0.png,zsjflk,# we will like,ZSJFLK,wewilllike,zsjflk,1,6
/kaggle/input/test-black/test_cleaned_black_resized/kds0h-0.png,kds0h,stock . K.D.S.D.U.000,KDSOU-,stockkdsdu000,kdsou,0,3
/kaggle/input/test-black/test_cleaned_black_resized/gbypds-0.png,gbypds,single types,9649 dS,singletypes,9649ds,0,2
/kaggle/input/test-black/test_cleaned_black_resized/norb-0.png,norb,0m.o.r.b.,IN OUR B,0morb,inourb,0,0
/kaggle/input/test-black/test_cleaned_black_resized/nroctm-0.png,nroctm,2 PROCTM 2,NROCTM,2proctm2,nroctm,0,6
/kaggle/input/test-black/test_cleaned_black_resized/q2vnjl-0.png,q2vnjl,# Q2Y N. J.L.,Q2YNJL,q2ynjl,q2ynjl,5,5
/kaggle/input/test-black/test_cleaned_black_resized/jg00cgpr-0.png,jg00cgpr,1 2 1 ) Goodyear,J900G9PR,121goodyear,j900g9pr,0,5
/kaggle/input/test-black/test_cleaned_black_resized/3ho9-0.png,3ho9,""" 3hoys .",3MOS,3hoys,3mos,3,2
/kaggle/input/test-black/test_cleaned_black_resized/2vapwy-0.png,2vapwy,2 V.A.P.W.Y,2 V A P W Y,2vapwy,2vapwy,6,6
/kaggle/input/test-black/test_cleaned_black_resized/qm8sdjay-0.png,qm8sdjay,Q M.B.S.D.J.A.Y.,Q M 8 5 D J A Y,qmbsdjay,qm85djay,7,7
/kaggle/input/test-black/test_cleaned_black_resized/e6n2vwe-0.png,e6n2vwe,e. 6.6m. 2/11uu.e,E 6 N 2 U W E,e66m211uue,e6n2uwe,2,6
/kaggle/input/test-black/test_cleaned_black_resized/chs21-0.png,chs21,""" D. 0/000 - M.000 J.0002C.000 )",8 4 / 8 1,d0000m000j0002c000,8481,0,0
/kaggle/input/test-black/test_cleaned_black_resized/ot8sxi-0.png,ot8sxi,"2. July ,",98W/,2july,98w,0,0
/kaggle/input/test-black/test_cleaned_black_resized/ux72og-0.png,ux72og,""" U.U.T.S.P.",***,uutsp,,1,0
/kaggle/input/test-black/test_cleaned_black_resized/ajej-0.png,ajej,a b. A. J.E.S0002,AJED,abajes0002,ajed,2,3
/kaggle/input/test-black/test_cleaned_black_resized/tczbu-0.png,tczbu,I C.C.2B.U,TC @ 6 U,icc2bu,tc6u,1,2
/kaggle/input/test-black/test_cleaned_black_resized/dy1ok3v0-0.png,dy1ok3v0,DY10K3V.,D910K3V(,dy10k3v,d910k3v,6,5
/kaggle/input/test-black/test_cleaned_black_resized/29or-0.png,29or,2 in O.R.,2 X O R,2inor,2xor,1,3
/kaggle/input/test-black/test_cleaned_black_resized/0v4o0p-0.png,0v4o0p,"0 27, 0 p.",0 9/10A,0270p,0910a,1,1
/kaggle/input/test-black/test_cleaned_black_resized/jm36s-0.png,jm36s,. S.M. 3/6.S.,UN 3.60,sm36s,un360,4,2
/kaggle/input/test-black/test_cleaned_black_resized/l3a98dq-0.png,l3a98dq,1 3 & 9 800,4 3 @ 9 6 0,139800,43960,1,1
/kaggle/input/test-black/test_cleaned_black_resized/ilw0sni-0.png,ilw0sni,2 1/ ) in most of,IN40SN,21inmostof,in40sn,0,4
/kaggle/input/test-black/test_cleaned_black_resized/rplw7-0.png,rplw7,. R.P.L.U.7.,RPL#7,rplu7,rpl7,4,3
/kaggle/input/test-black/test_cleaned_black_resized/snmbq-0.png,snmbq,# S.S N.M.B.O.,SUMBO,ssnmbo,sumbo,1,3
/kaggle/input/test-black/test_cleaned_black_resized/qejnaq-0.png,qejnaq,Q E.J N.Q.Q.,QEDNAG,qejnqq,qednag,5,4
/kaggle/input/test-black/test_cleaned_black_resized/pqt4toan-0.png,pqt4toan,1 . POTATOAN 22,POTATDAN,1potatoan22,potatdan,0,5
/kaggle/input/test-black/test_cleaned_black_resized/q7ix0c-0.png,q7ix0c,q 7. ) in.O.C.,QTYINDC,q7inoc,qtyindc,4,1
/kaggle/input/test-black/test_cleaned_black_resized/9tml6-0.png,9tml6,# 9TMLG.,9TML6,9tmlg,9tml6,4,5
/kaggle/input/test-black/test_cleaned_black_resized/pz5063uh-0.png,pz5063uh,sp25063uh .,PZ5063UN,sp25063uh,pz5063un,0,7
/kaggle/input/test-black/test_cleaned_black_resized/pcvwi77-0.png,pcvwi77,P.C.O.LLO.I000213,DOMILY,pcolloi000213,domily,2,0
/kaggle/input/test-black/test_cleaned_black_resized/rwocs-0.png,rwocs,R W.O.C.S,P W O C S,rwocs,pwocs,5,4
/kaggle/input/test-black/test_cleaned_black_resized/6jeolrb-0.png,6jeolrb,6 ) je over b,6 J E O L R B,6jeoverb,6jeolrb,4,7
/kaggle/input/test-black/test_cleaned_black_resized/5nkkc244-0.png,5nkkc244,5. m. 1/ 1/1s. c. 2/4. 4,5 M B K C 2 4 4,5m111sc244,5mbkc244,1,6
/kaggle/input/test-black/test_cleaned_black_resized/x88o0-0.png,x88o0,X.B.B.D.D.D,* B & D @,xbbddd,bd,1,0
/kaggle/input/test-black/test_cleaned_black_resized/a0p3v7-0.png,a0p3v7,# and # 3V. 1 ... .,AD @301,and3v1,ad301,3,1
/kaggle/input/test-black/test_cleaned_black_resized/6p9kg-0.png,6p9kg,8 P.S.I.B.,1/1/4,8psib,114,1,0
/kaggle/input/test-black/test_cleaned_black_resized/v4tv-0.png,v4tv,# v.4t v.,V4TY,v4tv,v4ty,4,3
/kaggle/input/test-black/test_cleaned_black_resized/98zdn-0.png,98zdn,982dn.,982DN,982dn,982dn,4,4
/kaggle/input/test-black/test_cleaned_black_resized/z5k4-0.png,z5k4,- z 5 k 4.,7.25K4,z5k4,725k4,4,0
/kaggle/input/test-black/test_cleaned_black_resized/8gvjbeg-0.png,8gvjbeg,"# sevens , being",89V]BEG,sevensbeing,89vbeg,1,2
/kaggle/input/test-black/test_cleaned_black_resized/1ed0i9xz-0.png,1ed0i9xz,7 E.D.D.I.G.X.Z,78 0 0 1 9 X Z,7eddigxz,780019xz,5,4
/kaggle/input/test-black/test_cleaned_black_resized/uy0bk4pi-0.png,uy0bk4pi,""" U.YO.b.k4 p.i.",UYOBK4PI,uyobk4pi,uyobk4pi,7,7
/kaggle/input/test-black/test_cleaned_black_resized/lxbsfv-0.png,lxbsfv,1 x.b.s.f.v.,EXBSTV,1xbsfv,exbstv,5,4
/kaggle/input/test-black/test_cleaned_black_resized/aiwh-0.png,aiwh,a i'm &,ALLWA,aim,allwa,2,1
/kaggle/input/test-black/test_cleaned_black_resized/jnovjd-0.png,jnovjd,2 1 ( 500jnowid 2200,INOVID,21500jnowid2200,inovid,0,4
/kaggle/input/test-black/test_cleaned_black_resized/5u6kf9x-0.png,5u6kf9x,S W.G.H.F.O.H.,5 U C W F Q W,swghfoh,5ucwfqw,1,3
/kaggle/input/test-black/test_cleaned_black_resized/why8ub7r-0.png,why8ub7r,W.H.H.H.S.B.U.B.F.r.,WH4&WB4R,whhhsbubfr,wh4wb4r,3,2
/kaggle/input/test-black/test_cleaned_black_resized/cvrclgjk-0.png,cvrclgjk,C V.R.C.L G.K.K.,CVRCLGJK,cvrclgkk,cvrclgjk,7,8
/kaggle/input/test-black/test_cleaned_black_resized/982zt-0.png,982zt,- 9 &2 z.t.,982ZT,92zt,982zt,1,5
/kaggle/input/test-black/test_cleaned_black_resized/b842ks-0.png,b842ks,a b.842k.,BQ42WS,ab842k,bq42ws,0,4
/kaggle/input/test-black/test_cleaned_black_resized/7zns-0.png,7zns,7.Z M.S.,7 Z M S,7zms,7zms,3,3
/kaggle/input/test-black/test_cleaned_black_resized/qmb2-0.png,qmb2,. 9 m.2.,9W62,9m2,9w62,1,1
/kaggle/input/test-black/test_cleaned_black_resized/fooa1y-0.png,fooa1y,f.f.d.a.l.y.,FOODAL!,ffdaly,foodal,3,3
/kaggle/input/test-black/test_cleaned_black_resized/squ6k1-0.png,squ6k1,#s could be a bit .,SQU BK^,scouldbeabit,squbk,1,4
/kaggle/input/test-black/test_cleaned_black_resized/wxw2g9o-0.png,wxw2g9o,WXW 2.90,WW 29.00,wxw290,ww2900,4,1
/kaggle/input/test-black/test_cleaned_black_resized/skq2662u-0.png,skq2662u,# SKD 266 2U.,SK026620,skd2662u,sk026620,7,6
/kaggle/input/test-black/test_cleaned_black_resized/hyj870q-0.png,hyj870q,h. Y.I.8. 7.0.9,h 9 1 8 7 0 9,hyi8709,h918709,5,4
/kaggle/input/test-black/test_cleaned_black_resized/jmpk66yr-0.png,jmpk66yr,. I.M.P. K.G.G.Y.R.,J M P K 6 6 9 R,impkggyr,jmpk669r,5,7
/kaggle/input/test-black/test_cleaned_black_resized/6tp0xi-0.png,6tp0xi,6 T.P.O.X.I,5 T P D X !,6tpoxi,5tpdx,5,3
/kaggle/input/test-black/test_cleaned_black_resized/sxou94-0.png,sxou94,s x v. w. 4.,1 @ 0 0.4 4,sxvw4,10044,2,0
/kaggle/input/test-black/test_cleaned_black_resized/kfj8-0.png,kfj8,# not be the help of its job to,NET(RM),notbethehelpofitsjobto,netrm,0,0
/kaggle/input/test-black/test_cleaned_black_resized/hsb1tie-0.png,hsb1tie,h s.b.t.i.e.,HIS D LTLE,hsbtie,hisdltle,3,1
/kaggle/input/test-black/test_cleaned_black_resized/nlha0-0.png,nlha0,N.L.H.A.D,N L H A D,nlhad,nlhad,4,4
/kaggle/input/test-black/test_cleaned_black_resized/vfsd9fyt-0.png,vfsd9fyt,wfsdgfyt .,VPSD9FYT,wfsdgfyt,vpsd9fyt,6,7
/kaggle/input/test-black/test_cleaned_black_resized/mmr4-0.png,mmr4,M.M.r.4.,MMRM,mmr4,mmrm,4,3
/kaggle/input/test-black/test_cleaned_black_resized/quuhy-0.png,quuhy,Q U U.H.Y.,Q U U H Y,quuhy,quuhy,5,5
/kaggle/input/test-black/test_cleaned_black_resized/ss659hx-0.png,ss659hx,""" The Times of the Government of the Government of the Philippines",* * * * * * *,thetimesofthegovernmentofthegovernmentofthephilippines,,0,0
/kaggle/input/test-black/test_cleaned_black_resized/ldjy-0.png,ldjy,a b. I. D. J. Y. 0,INVO,abidjy0,invo,0,0
/kaggle/input/test-black/test_cleaned_black_resized/aeylheco-0.png,aeylheco,2 1 . AEYLHE CD.,KEYLWEGO,21aeylhecd,keylwego,0,5
/kaggle/input/test-black/test_cleaned_black_resized/w62rj61a-0.png,w62rj61a,W.6.6.6.6.6.6.2.2.2.,W6 1R 1 6 7 0,w666666222,w61r1670,3,4
/kaggle/input/test-black/test_cleaned_black_resized/x2f7mwro-0.png,x2f7mwro,x 2 ft. 7 in. W.R.O,X 2 F 7 M W R 0,x2ft7inwro,x2f7mwr0,3,7
/kaggle/input/test-black/test_cleaned_black_resized/affv2-0.png,affv2,# A.F.F.F.V.2.,AFFV2,afffv2,affv2,3,5
/kaggle/input/test-black/test_cleaned_black_resized/zmnaw8vx-0.png,zmnaw8vx,2m.s.a.w.e.e.y.,1 M^AW&4*,2msaweey,1maw4,3,1
/kaggle/input/test-black/test_cleaned_black_resized/ofb9-0.png,ofb9,soff been,6/6-,soffbeen,66,0,0
/kaggle/input/test-black/test_cleaned_black_resized/qa8zt2-0.png,qa8zt2,Q A.8Z.T.2.,0 A 8 Z T Z,qa8zt2,0a8ztz,6,4
/kaggle/input/test-black/test_cleaned_black_resized/djvh-0.png,djvh,# been the B.S. W. H. and the,D/VW,beenthebswhandthe,dvw,0,1
/kaggle/input/test-black/test_cleaned_black_resized/dl32zbu-0.png,dl32zbu,d.dL3/2zbn.,123226ML,ddl32zbn,123226ml,1,2
/kaggle/input/test-black/test_cleaned_black_resized/2y11w-0.png,2y11w,""" 2Y.1.I W.",2/11W,2y1iw,211w,4,2
/kaggle/input/test-black/test_cleaned_black_resized/265qfy-0.png,265qfy,2 6 5 q f y,265QTY,265qfy,265qty,6,5
/kaggle/input/test-black/test_cleaned_black_resized/ioetlydo-0.png,ioetlydo,"I O.E.T.L 4,O.O",10672400,ioetl4oo,10672400,6,0
/kaggle/input/test-black/test_cleaned_black_resized/4ozs1-0.png,4ozs1,8 0 2 S. 1,9 02$1,802s1,9021,2,0
/kaggle/input/test-black/test_cleaned_black_resized/9kdflf-0.png,9kdflf,9 H.O.F.L.F.,9 1 OFFLF,9hoflf,91offlf,4,2
/kaggle/input/test-black/test_cleaned_black_resized/1x44n7nx-0.png,1x44n7nx,Lloyd Knox upon Houghton House of Representatives from Tennessee . Nebraska x,1 X 4 4 W 7 N X,lloydknoxuponhoughtonhouseofrepresentativesfromtennesseenebraskax,1x44w7nx,1,7
/kaggle/input/test-black/test_cleaned_black_resized/h8tg-0.png,h8tg,# that the H.T.G. and the,TOTAL,thatthehtgandthe,total,0,1
/kaggle/input/test-black/test_cleaned_black_resized/kjlcnst-0.png,kjlcnst,A. J.L.C.N.S.Y,<JL CWS /,ajlcnsy,jlcws,5,0
/kaggle/input/test-black/test_cleaned_black_resized/7dxi-0.png,7dxi,stock of 7 0 x.i-000,7 DXL,stockof70xi000,7dxl,0,3
/kaggle/input/test-black/test_cleaned_black_resized/dogbl-0.png,dogbl,ed o g.b.1 .,D 0 9 BL,edogb1,d09bl,0,3
/kaggle/input/test-black/test_cleaned_black_resized/infph-0.png,infph,# not in F.P.Y000,/NFP4,notinfpy000,nfp4,0,0
/kaggle/input/test-black/test_cleaned_black_resized/rlw272-0.png,rlw272,r.1 w.2 7.2,PL W 2 7 2,r1w272,plw272,5,5
/kaggle/input/test-black/test_cleaned_black_resized/w7txn88-0.png,w7txn88,W. 7. to. X.N.8.8,W 7 6 X 0 8 8,w7toxn88,w76x088,4,5
/kaggle/input/test-black/test_cleaned_black_resized/2u6t6-0.png,2u6t6,common and the R.U.G.T.G.0008000,2018,commonandtherugtg0008000,2018,0,1
/kaggle/input/test-black/test_cleaned_black_resized/6uj1k-0.png,6uj1k,6.61. 6.2 1. K.,6U>NK,661621k,6unk,1,2
/kaggle/input/test-black/test_cleaned_black_resized/6887qv-0.png,6887qv,6 8 8 7 0 V.V.V.V.V.V.V.V,6 8 8 7 Q V,68870vvvvvvvv,6887qv,5,6
/kaggle/input/test-black/test_cleaned_black_resized/fukr6x06-0.png,fukr6x06,f. U.K.P.G.X.S.S.,FUKR6X06,fukpgxss,fukr6x06,4,8
/kaggle/input/test-black/test_cleaned_black_resized/b10cjyh5-0.png,b10cjyh5,B. I.O.C. JY.H.S.,BIOCJYHS,biocjyhs,biocjyhs,5,5
/kaggle/input/test-black/test_cleaned_black_resized/d61iogli-0.png,d61iogli,derry,D6 LOGL,derry,d6logl,1,2
/kaggle/input/test-black/test_cleaned_black_resized/9q8x5jar-0.png,9q8x5jar,9. 9. 0. 3.5.1 0.r.,9 @ @ 1 6 V@,9903510r,916v,3,1
/kaggle/input/test-black/test_cleaned_black_resized/wvefdi-0.png,wvefdi,W V.E.F.D.,WVPFD :,wvefd,wvpfd,5,4
/kaggle/input/test-black/test_cleaned_black_resized/snicwm3g-0.png,snicwm3g,a n. i.c.w. 3/9,SAL(W),anicw39,salw,4,1
/kaggle/input/test-black/test_cleaned_black_resized/td18gcc-0.png,td18gcc,T.O.1 8.G.C.C.,104800,to18gcc,104800,6,1
/kaggle/input/test-black/test_cleaned_black_resized/1x8ljpi-0.png,1x8ljpi,1 x. 8.6. ) ;,1 @ 8 6 / P @,1x86,186p,3,1
/kaggle/input/test-black/test_cleaned_black_resized/wpm345-0.png,wpm345,""" U.P.M.P.S.S.",WAPP # 5,upmpss,wapp5,2,1
/kaggle/input/test-black/test_cleaned_black_resized/w3rexsk-0.png,w3rexsk,# waitments to,WORKSK,waitmentsto,worksk,1,2
/kaggle/input/test-black/test_cleaned_black_resized/8m5k7-0.png,8m5k7,8 m 5 k 7.,8 M 5K7,8m5k7,8m5k7,5,5
/kaggle/input/test-black/test_cleaned_black_resized/f5e9-0.png,f5e9,off sleep,6 6.99,offsleep,6699,0,1
/kaggle/input/test-black/test_cleaned_black_resized/rctny-0.png,rctny,R.C.T.N.Y,RICT N Y,rctny,rictny,5,1
/kaggle/input/test-black/test_cleaned_black_resized/3flp3ljj-0.png,3flp3ljj,3 f. 1 p.3 1/ ),3 [ / 0 3 / / |,3f1p31,303,4,1
