captcha_text,chr_acc_beam_1,chr_acc_beam_2,chr_acc_beam_3,chr_acc_beam_4,chr_acc_beam_5,filename,med_b1,med_b2,med_b3,med_b4,med_b5,predicted_beam_1,predicted_beam_2,predicted_beam_3,predicted_beam_4,predicted_beam_5
rplw7,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/rplw7-0.png,1.0,1.0,1.0,1.0,1.0,rplw7,rplw7,rplw7,rplw7,rplw7
snmbq,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/snmbq-0.png,0.8,0.8,0.8,0.8,0.8,srmbq,smmbq,smmbq,smmbq,smmbq
qejnaq,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/qejnaq-0.png,1.0,1.0,1.0,1.0,1.0,qejnaq,qejnaq,qejnaq,qejnaq,qejnaq
pqt4toan,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/pqt4toan-0.png,0.875,0.875,0.875,0.875,0.875,p0t4toan,p0t4toan,p0t4toan,p0t4toan,p0t4toan
q7ix0c,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/q7ix0c-0.png,1.0,1.0,1.0,1.0,1.0,q7ix0c,q7ix0c,q7ix0c,q7ix0c,q7ix0c
9tml6,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/9tml6-0.png,1.0,1.0,1.0,1.0,1.0,9tml6,9tml6,9tml6,9tml6,9tml6
pz5063uh,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/pz5063uh-0.png,1.0,1.0,1.0,1.0,1.0,pz5063uh,pz5063uh,pz5063uh,pz5063uh,pz5063uh
pcvwi77,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/pcvwi77-0.png,0.5,0.5,0.5,0.5,0.5,pcewijjj,pcewijjj,pcewijjj,pcewijjj,pcewijjj
rwocs,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/rwocs-0.png,1.0,1.0,1.0,1.0,1.0,rwocs,rwocs,rwocs,rwocs,rwocs
6jeolrb,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/6jeolrb-0.png,1.0,1.0,1.0,1.0,1.0,6jeolrb,6jeolrb,6jeolrb,6jeolrb,6jeolrb
5nkkc244,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/5nkkc244-0.png,1.0,1.0,1.0,1.0,1.0,5nkkc244,5nkkc244,5nkkc244,5nkkc244,5nkkc244
x88o0,3,3,3,3,3,/kaggle/input/test-colour/test_cleaned_color_resized/x88o0-0.png,0.4,0.4,0.4,0.4,0.4,xb80o,xb80o,xb80o,xb80o,xb80o
a0p3v7,3,3,3,3,3,/kaggle/input/test-colour/test_cleaned_color_resized/a0p3v7-0.png,0.5,0.5,0.5,0.5,0.5,3op3v1,3op3v1,3op3v1,3op3v1,3op3v1
6p9kg,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/6p9kg-0.png,0.8,0.8,0.8,0.8,0.8,6p9k6,6p9k6,6p9k6,6p9k6,6p9k6
v4tv,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/v4tv-0.png,1.0,1.0,1.0,1.0,1.0,v4tv,v4tv,v4tv,v4tv,v4tv
98zdn,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/98zdn-0.png,0.8,0.8,0.8,0.8,0.8,982dn,982dn,982dn,982dn,982dn
z5k4,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/z5k4-0.png,1.0,1.0,1.0,1.0,1.0,z5k4,z5k4,z5k4,z5k4,z5k4
8gvjbeg,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/8gvjbeg-0.png,1.0,1.0,1.0,1.0,1.0,8gvjbeg,8gvjbeg,8gvjbeg,8gvjbeg,8gvjbeg
1ed0i9xz,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/1ed0i9xz-0.png,0.875,0.875,0.875,0.875,0.875,1edoi9xz,1edoi9xz,1edoi9xz,1edoi9xz,1edoi9xz
uy0bk4pi,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/uy0bk4pi-0.png,1.0,1.0,1.0,1.0,1.0,uy0bk4pi,uy0bk4pi,uy0bk4pi,uy0bk4pi,uy0bk4pi
lxbsfv,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/lxbsfv-0.png,1.0,1.0,1.0,1.0,1.0,lxbsfv,lxbsfv,lxbsfv,lxbsfv,lxbsfv
aiwh,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/aiwh-0.png,1.0,1.0,1.0,1.0,1.0,aiwh,aiwh,aiwh,aiwh,aiwh
jnovjd,5,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/jnovjd-0.png,0.8333333333333334,1.0,1.0,1.0,1.0,jn0vjd,jnovjd,jnovjd,jnovjd,jnovjd
5u6kf9x,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/5u6kf9x-0.png,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,5ugkf9x,5ugkf9x,5ugkf9x,5ugkf9x,5ugkf9x
why8ub7r,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/why8ub7r-0.png,1.0,1.0,1.0,1.0,1.0,why8ub7r,why8ub7r,why8ub7r,why8ub7r,why8ub7r
cvrclgjk,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/cvrclgjk-0.png,1.0,1.0,1.0,1.0,1.0,cvrclgjk,cvrclgjk,cvrclgjk,cvrclgjk,cvrclgjk
982zt,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/982zt-0.png,1.0,1.0,1.0,1.0,1.0,982zt,982zt,982zt,982zt,982zt
b842ks,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/b842ks-0.png,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,bg42ks,bg42ks,bg42ks,bg42ks,bg42ks
7zns,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/7zns-0.png,1.0,1.0,1.0,1.0,1.0,7zns,7zns,7zns,7zns,7zns
qmb2,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/qmb2-0.png,1.0,1.0,1.0,1.0,1.0,qmb2,qmb2,qmb2,qmb2,qmb2
fooa1y,3,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/fooa1y-0.png,0.5,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,f00aiy,fo0aiy,fo0aiy,fo0aiy,fo0aiy
squ6k1,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/squ6k1-0.png,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,squbk1,squbk1,squbk1,squbk1,squbk1
wxw2g9o,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/wxw2g9o-0.png,1.0,1.0,1.0,1.0,1.0,wxw2g9o,wxw2g9o,wxw2g9o,wxw2g9o,wxw2g9o
skq2662u,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/skq2662u-0.png,1.0,1.0,1.0,1.0,1.0,skq2662u,skq2662u,skq2662u,skq2662u,skq2662u
hyj870q,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/hyj870q-0.png,1.0,1.0,1.0,1.0,1.0,hyj870q,hyj870q,hyj870q,hyj870q,hyj870q
jmpk66yr,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/jmpk66yr-0.png,1.0,1.0,1.0,1.0,1.0,jmpk66yr,jmpk66yr,jmpk66yr,jmpk66yr,jmpk66yr
6tp0xi,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/6tp0xi-0.png,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,6tpoxi,6tpoxi,6tpoxi,6tpoxi,6tpoxi
sxou94,2,2,2,2,2,/kaggle/input/test-colour/test_cleaned_color_resized/sxou94-0.png,0.33333333333333337,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.33333333333333337,3v0w94,3v0w94,3v0w94,3v0w94,3v0w94
kfj8,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/kfj8-0.png,1.0,1.0,1.0,1.0,1.0,kfj8,kfj8,kfj8,kfj8,kfj8
hsb1tie,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/hsb1tie-0.png,1.0,1.0,1.0,1.0,1.0,hsb1tie,hsb1tie,hsb1tie,hsb1tie,hsb1tie
nlha0,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/nlha0-0.png,1.0,1.0,1.0,1.0,1.0,nlha0,nlha0,nlha0,nlha0,nlha0
vfsd9fyt,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/vfsd9fyt-0.png,1.0,1.0,1.0,1.0,1.0,vfsd9fyt,vfsd9fyt,vfsd9fyt,vfsd9fyt,vfsd9fyt
mmr4,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/mmr4-0.png,1.0,1.0,1.0,1.0,1.0,mmr4,mmr4,mmr4,mmr4,mmr4
quuhy,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/quuhy-0.png,1.0,1.0,1.0,1.0,1.0,quuhy,quuhy,quuhy,quuhy,quuhy
ss659hx,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/ss659hx-0.png,1.0,1.0,1.0,1.0,1.0,ss659hx,ss659hx,ss659hx,ss659hx,ss659hx
ldjy,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/ldjy-0.png,1.0,1.0,1.0,1.0,1.0,ldjy,ldjy,ldjy,ldjy,ldjy
aeylheco,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/aeylheco-0.png,1.0,1.0,1.0,1.0,1.0,aeylheco,aeylheco,aeylheco,aeylheco,aeylheco
w62rj61a,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/w62rj61a-0.png,0.875,0.875,0.875,0.875,0.875,w62ri61a,w62ri61a,w62ri61a,w62ri61a,w62ri61a
x2f7mwro,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/x2f7mwro-0.png,1.0,1.0,1.0,1.0,1.0,x2f7mwro,x2f7mwro,x2f7mwro,x2f7mwro,x2f7mwro
affv2,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/affv2-0.png,1.0,1.0,1.0,1.0,1.0,affv2,affv2,affv2,affv2,affv2
zmnaw8vx,5,5,5,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/zmnaw8vx-0.png,0.625,0.625,0.625,0.75,0.75,7mraw8v4,7mraw8v4,7mraw8v4,7mnaw8v4,7mnaw8v4
ofb9,2,2,2,2,2,/kaggle/input/test-colour/test_cleaned_color_resized/ofb9-0.png,0.5,0.5,0.5,0.5,0.5,efbv,efbv,efbv,efbv,efbv
qa8zt2,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/qa8zt2-0.png,1.0,1.0,1.0,1.0,1.0,qa8zt2,qa8zt2,qa8zt2,qa8zt2,qa8zt2
djvh,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/djvh-0.png,1.0,1.0,1.0,1.0,1.0,djvh,djvh,djvh,djvh,djvh
dl32zbu,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/dl32zbu-0.png,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,dl32zbm,dl32zbm,dl32zbm,dl32zbm,dl32zbm
2y11w,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/2y11w-0.png,1.0,1.0,1.0,1.0,1.0,2y11w,2y11w,2y11w,2y11w,2y11w
265qfy,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/265qfy-0.png,1.0,1.0,1.0,1.0,1.0,265qfy,265qfy,265qfy,265qfy,265qfy
ioetlydo,6,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/ioetlydo-0.png,0.75,0.5,0.5,0.5,0.5,ioftl4do,10gtl4do,10gtl4do,10gtl4do,10gtl4do
4ozs1,5,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/4ozs1-0.png,1.0,0.8,0.8,0.8,0.8,4ozs1,40zs1,40zs1,40zs1,40zs1
9kdflf,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/9kdflf-0.png,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,9hqflf,9hqflf,9hqflf,9hqflf,9hqflf
1x44n7nx,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/1x44n7nx-0.png,1.0,1.0,1.0,1.0,1.0,1x44n7nx,1x44n7nx,1x44n7nx,1x44n7nx,1x44n7nx
h8tg,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/h8tg-0.png,1.0,1.0,1.0,1.0,1.0,h8tg,h8tg,h8tg,h8tg,h8tg
kjlcnst,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/kjlcnst-0.png,1.0,1.0,1.0,1.0,1.0,kjlcnst,kjlcnst,kjlcnst,kjlcnst,kjlcnst
7dxi,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/7dxi-0.png,1.0,1.0,1.0,1.0,1.0,7dxi,7dxi,7dxi,7dxi,7dxi
dogbl,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/dogbl-0.png,1.0,1.0,1.0,1.0,1.0,dogbl,dogbl,dogbl,dogbl,dogbl
infph,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/infph-0.png,0.8,0.8,0.8,0.8,0.8,ineph,1nfph,1nfph,1nfph,1nfph
rlw272,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/rlw272-0.png,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,r1w272,r1w272,r1w272,r1w272,r1w272
w7txn88,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/w7txn88-0.png,1.0,1.0,1.0,1.0,1.0,w7txn88,w7txn88,w7txn88,w7txn88,w7txn88
2u6t6,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/2u6t6-0.png,1.0,1.0,1.0,1.0,1.0,2u6t6,2u6t6,2u6t6,2u6t6,2u6t6
6uj1k,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/6uj1k-0.png,0.8,0.8,0.8,0.8,0.8,6ujik,6ujik,6ujik,6ujik,6ujik
6887qv,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/6887qv-0.png,1.0,1.0,1.0,1.0,1.0,6887qv,6887qv,6887qv,6887qv,6887qv
fukr6x06,8,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/fukr6x06-0.png,1.0,0.875,0.875,0.875,0.875,fukr6x06,fukr6xq6,fukr6xq6,fukr6xq6,fukr6xq6
b10cjyh5,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/b10cjyh5-0.png,0.625,0.625,0.625,0.625,0.625,biocjyhs,biocjyhs,biocjyhs,biocjyhs,biocjyhs
d61iogli,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/d61iogli-0.png,0.75,0.75,0.75,0.75,0.75,d6ii0gli,d6ii0gli,d6ii0gli,d6ii0gli,d6ii0gli
9q8x5jar,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/9q8x5jar-0.png,0.625,0.625,0.625,0.625,0.625,9q3x5t0r,9q3x51or,9q3x51or,9q3x51or,9q3x51or
wvefdi,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/wvefdi-0.png,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,wvrfdi,wvrfdi,wvrfdi,wvrfdi,wvrfdi
snicwm3g,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/snicwm3g-0.png,1.0,1.0,1.0,1.0,1.0,snicwm3g,snicwm3g,snicwm3g,snicwm3g,snicwm3g
td18gcc,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/td18gcc-0.png,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,td78gcc,td78gcc,td78gcc,td78gcc,td78gcc
1x8ljpi,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/1x8ljpi-0.png,1.0,1.0,1.0,1.0,1.0,1x8ljpi,1x8ljpi,1x8ljpi,1x8ljpi,1x8ljpi
wpm345,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/wpm345-0.png,1.0,1.0,1.0,1.0,1.0,wpm345,wpm345,wpm345,wpm345,wpm345
w3rexsk,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/w3rexsk-0.png,1.0,1.0,1.0,1.0,1.0,w3rexsk,w3rexsk,w3rexsk,w3rexsk,w3rexsk
8m5k7,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/8m5k7-0.png,1.0,1.0,1.0,1.0,1.0,8m5k7,8m5k7,8m5k7,8m5k7,8m5k7
f5e9,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/f5e9-0.png,1.0,1.0,1.0,1.0,1.0,f5e9,f5e9,f5e9,f5e9,f5e9
rctny,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/rctny-0.png,0.8,0.8,0.8,0.8,0.8,rgtny,rgtny,rgtny,rgtny,rgtny
3flp3ljj,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/3flp3ljj-0.png,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,3f1p31//j,3f1p31//j,3f1p31//j,3f1p31//j,3f1p31//j
29bgk,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/29bgk-0.png,1.0,1.0,1.0,1.0,1.0,29bgk,29bgk,29bgk,29bgk,29bgk
4sc9,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/4sc9-0.png,1.0,1.0,1.0,1.0,1.0,4sc9,4sc9,4sc9,4sc9,4sc9
p8b2vg,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/p8b2vg-0.png,1.0,1.0,1.0,1.0,1.0,p8b2vg,p8b2vg,p8b2vg,p8b2vg,p8b2vg
ckowcc3w,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/ckowcc3w-0.png,1.0,1.0,1.0,1.0,1.0,ckowcc3w,ckowcc3w,ckowcc3w,ckowcc3w,ckowcc3w
43uquhed,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/43uquhed-0.png,1.0,1.0,1.0,1.0,1.0,43uquhed,43uquhed,43uquhed,43uquhed,43uquhed
xlanpnt,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/xlanpnt-0.png,1.0,1.0,1.0,1.0,1.0,xlanpnt,xlanpnt,xlanpnt,xlanpnt,xlanpnt
2v2n13je,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/2v2n13je-0.png,1.0,1.0,1.0,1.0,1.0,2v2n13je,2v2n13je,2v2n13je,2v2n13je,2v2n13je
mbbip,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/mbbip-0.png,1.0,1.0,1.0,1.0,1.0,mbbip,mbbip,mbbip,mbbip,mbbip
0pv2w1t,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/0pv2w1t-0.png,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,opv2wit,opv2wit,opv2wit,opv2wit,opv2wit
lszeci,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/lszeci-0.png,1.0,1.0,1.0,1.0,1.0,lszeci,lszeci,lszeci,lszeci,lszeci
1bu55hc,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/1bu55hc-0.png,1.0,1.0,1.0,1.0,1.0,1bu55hc,1bu55hc,1bu55hc,1bu55hc,1bu55hc
zqdfto,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/zqdfto-0.png,1.0,1.0,1.0,1.0,1.0,zqdfto,zqdfto,zqdfto,zqdfto,zqdfto
p91f1mry,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/p91f1mry-0.png,0.75,0.75,0.75,0.75,0.75,p9lflmry,p9lflmry,p9lflmry,p9lflmry,p9lflmry
lva2bqcz,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/lva2bqcz-0.png,0.875,0.875,0.875,0.875,0.875,lvr2bqcz,lvr2bqcz,lvr2bqcz,lvr2bqcz,lvr2bqcz
qendxna,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/qendxna-0.png,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,qemdxna,qemdxna,qemdxna,qemdxna,qemdxna
7v1pp,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/7v1pp-0.png,0.8,0.8,0.8,0.8,0.8,7v7pp,7v7pp,7v7pp,7v7pp,7v7pp
u0xb0l4k,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/u0xb0l4k-0.png,0.75,0.75,0.75,0.75,0.75,40xbol4k,40xbol4k,40xbol4k,40xbol4k,40xbol4k
x6i6k,3,3,3,3,3,/kaggle/input/test-colour/test_cleaned_color_resized/x6i6k-0.png,0.6,0.6,0.6,0.6,0.6,x6tak,x6tak,x6tak,x6tak,x6tak
be1nxzo,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/be1nxzo-0.png,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,be1nxzd,be1nxzd,be1nxzd,be1nxzd,be1nxzd
b4bo0u,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/b4bo0u-0.png,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,b4boou,b4boou,b4boou,b4boou,b4boou
xze1h,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/xze1h-0.png,1.0,1.0,1.0,1.0,1.0,xze1h,xze1h,xze1h,xze1h,xze1h
30znefk,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/30znefk-0.png,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,3oznefk,3oznefk,3oznefk,3oznefk,3oznefk
zszdczic,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/zszdczic-0.png,1.0,1.0,1.0,1.0,1.0,zszdczic,zszdczic,zszdczic,zszdczic,zszdczic
1ewgub4,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/1ewgub4-0.png,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,1ew6ub4,1ew6ub4,1ew6ub4,1ew6ub4,1ew6ub4
g0lfj,3,3,3,3,3,/kaggle/input/test-colour/test_cleaned_color_resized/g0lfj-0.png,0.6,0.6,0.6,0.6,0.6,goifj,goifj,goifj,goifj,goifj
4g453z3p,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/4g453z3p-0.png,1.0,1.0,1.0,1.0,1.0,4g453z3p,4g453z3p,4g453z3p,4g453z3p,4g453z3p
rgv02,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/rgv02-0.png,0.8,0.8,0.8,0.8,0.8,rgvo2,rgvo2,rgvo2,rgvo2,rgvo2
327gm,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/327gm-0.png,1.0,1.0,1.0,1.0,1.0,327gm,327gm,327gm,327gm,327gm
swrd36,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/swrd36-0.png,1.0,1.0,1.0,1.0,1.0,swrd36,swrd36,swrd36,swrd36,swrd36
8ej7j,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/8ej7j-0.png,1.0,1.0,1.0,1.0,1.0,8ej7j,8ej7j,8ej7j,8ej7j,8ej7j
yeak,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/yeak-0.png,1.0,1.0,1.0,1.0,1.0,yeak,yeak,yeak,yeak,yeak
k0j12hf,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/k0j12hf-0.png,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,koj12hf,koj12hf,koj12hf,koj12hf,koj12hf
nyrp9e,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/nyrp9e-0.png,1.0,1.0,1.0,1.0,1.0,nyrp9e,nyrp9e,nyrp9e,nyrp9e,nyrp9e
ikni4lb,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/ikni4lb-0.png,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,ikn14l8,ikn14l8,ikn14l8,ikn14l8,ikn14l8
pssgydfm,7,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/pssgydfm-0.png,0.875,1.0,1.0,1.0,1.0,psgydfm,pssgydfm,pssgydfm,pssgydfm,pssgydfm
mlqf,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/mlqf-0.png,1.0,1.0,1.0,1.0,1.0,mlqf,mlqf,mlqf,mlqf,mlqf
y3ux06,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/y3ux06-0.png,1.0,1.0,1.0,1.0,1.0,y3ux06,y3ux06,y3ux06,y3ux06,y3ux06
95j98se,7,7,7,7,7,/kaggle/input/test-colour/test_cleaned_color_resized/95j98se-0.png,1.0,1.0,1.0,1.0,1.0,95j98se,95j98se,95j98se,95j98se,95j98se
d6jceo,6,6,6,6,6,/kaggle/input/test-colour/test_cleaned_color_resized/d6jceo-0.png,1.0,1.0,1.0,1.0,1.0,d6jceo,d6jceo,d6jceo,d6jceo,d6jceo
xvowfg,5,5,5,5,5,/kaggle/input/test-colour/test_cleaned_color_resized/xvowfg-0.png,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,xvdwfg,xvdwfg,xvdwfg,xvdwfg,xvdwfg
8yeix3b2,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/8yeix3b2-0.png,1.0,1.0,1.0,1.0,1.0,8yeix3b2,8yeix3b2,8yeix3b2,8yeix3b2,8yeix3b2
n4yvfz,4,4,4,4,4,/kaggle/input/test-colour/test_cleaned_color_resized/n4yvfz-0.png,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,n4rvfr,n4rvfr,n4rvfr,n4rvfr,n4rvfr
9y4j9qb5,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/9y4j9qb5-0.png,1.0,1.0,1.0,1.0,1.0,9y4j9qb5,9y4j9qb5,9y4j9qb5,9y4j9qb5,9y4j9qb5
skxhclvy,8,8,8,8,8,/kaggle/input/test-colour/test_cleaned_color_resized/skxhclvy-0.png,1.0,1.0,1.0,1.0,1.0,skxhclvy,skxhclvy,skxhclvy,skxhclvy,skxhclvy
l2qgx6,3,3,3,3,3,/kaggle/input/test-colour/test_cleaned_color_resized/l2qgx6-0.png,0.5,0.5,0.5,0.5,0.5,l2ocy6,l2ocy6,l2ocy6,l2ocy6,l2ocy6
